A100 compute area: 583.9627524481152 mm2
A100 IO area: 242.80080253195476 mm2
A100 total area: 826.76355498007 mm2
Our compute area: 291.9813762240576 mm2
Our IO area: 185.9477782130179 mm2
Our total area: 477.9291544370755 mm2
