4096, 32, 6.623564022746988
4096, 64, 13.247128045493977
4096, 128, 24.708126466876404
4096, 256, 53.63471355004878
4096, 512, 94.58164540008603
4096, 1024, 141.30269915193574
4096, 2048, 155.6830623399646
4096, 4096, 201.0535547933257
4096, 8192, 226.99594896020645
4096, 16384, 244.97387007019668
4096, 32768, 221.15496107692476
32, 4096, 6.247225157818182
64, 4096, 13.408678387512195
128, 4096, 24.988900631272728
256, 4096, 46.787728841531916
512, 4096, 79.24408128115316
1024, 4096, 121.32542099597241
2048, 4096, 147.21494597837656
4096, 4096, 187.64998447377067
8192, 4096, 227.36266293267852
16384, 4096, 248.2142651769453
32768, 4096, 244.6544778015263
4096, 32, 8.084644321882353
4096, 64, 13.408678387512195
4096, 128, 30.541989660444443
4096, 256, 52.988512181975906
4096, 512, 98.83250586750562
4096, 1024, 140.737488355328
4096, 2048, 152.9755308210087
4096, 4096, 194.92726919020498
4096, 8192, 213.5621978077815
4096, 16384, 233.5891922910008
4096, 32768, 219.47366605119376
32, 4096, 6.704339193756097
64, 4096, 12.354063233438202
128, 4096, 24.708126466876404
256, 4096, 46.052843048209425
512, 4096, 79.96448202007272
1024, 4096, 122.16795864177777
2048, 4096, 149.72073229290214
4096, 4096, 192.26432835427323
8192, 4096, 223.03880880400635
16384, 4096, 243.4904642825744
32768, 4096, 252.44392530103678
