m,n,k,mk_input,mk_input_iterations,kn_input,kn_input_iterations,mn_output,mn_output_iterations,read,read_iterations,compute,compute_iterations,pipelined_read_compute,pipelined_read_compute_iterations,final_compute,final_compute_iterations,write,write_iterations,reduction,reduction_iterations,total
128,64,256,46,1,23,1,12,1,3627,63,7974,126,7974,63,122,1,756,63,9,1,8942
128,64,256,46,1,23,1,12,1,3627,63,7974,126,7974,63,122,1,756,63,9,1,8942
128,64,256,46,1,23,1,12,1,3627,63,5958,126,5958,63,90,1,756,63,9,1,6894
128,64,256,46,1,23,1,12,1,3627,63,12006,126,12006,63,186,1,756,63,9,1,13038
128,64,256,46,1,23,1,12,1,3627,63,9864,126,9864,63,152,1,756,63,9,1,10862
128,64,256,46,1,23,1,12,1,3627,63,13518,126,13518,63,210,1,756,63,9,1,14574
128,64,256,46,1,23,1,12,1,3627,63,11754,126,11754,63,182,1,756,63,9,1,12782
128,64,256,46,1,23,1,12,1,3627,63,11754,126,11754,63,182,1,756,63,9,1,12782
128,64,256,46,1,23,1,12,1,3627,63,7722,126,7722,63,118,1,756,63,9,1,8686
128,64,256,46,1,23,1,12,1,3627,63,19818,126,19818,63,310,1,756,63,9,1,20974
128,64,256,46,1,23,1,12,1,3627,63,13518,126,13518,63,210,1,756,63,9,1,14574
128,64,256,46,1,23,1,12,1,3627,63,15849,126,15849,63,247,1,756,63,9,1,16942
128,64,256,46,1,23,1,12,1,3627,63,14715,126,14715,63,229,1,756,63,9,1,15790
128,64,256,46,1,23,1,12,1,3627,63,14715,126,14715,63,229,1,756,63,9,1,15790
128,64,256,46,1,23,1,12,1,3627,63,8667,126,8667,63,133,1,756,63,9,1,9646
128,64,256,46,1,23,1,12,1,3627,63,26811,126,26811,63,421,1,756,63,9,1,28078
128,64,256,46,1,23,1,12,1,3627,63,15849,126,15849,63,247,1,756,63,9,1,16942
128,64,256,46,1,23,1,12,1,3627,63,67635,126,67635,63,1069,1,756,63,9,1,69550
128,64,256,46,1,23,1,12,1,3627,63,68139,126,68139,63,1077,1,756,63,9,1,70062
128,64,256,46,1,23,1,12,1,3627,63,68139,126,68139,63,1077,1,756,63,9,1,70062
128,64,256,46,1,23,1,12,1,3627,63,67635,126,67635,63,1069,1,756,63,9,1,69550
128,64,256,46,1,23,1,12,1,3627,63,69147,126,69147,63,1093,1,756,63,9,1,71086
128,64,256,46,1,23,1,12,1,3627,63,67635,126,67635,63,1069,1,756,63,9,1,69550
128,64,256,46,1,23,1,12,1,3627,63,42246,126,42246,63,666,1,756,63,9,1,43758
128,64,256,46,1,23,1,12,1,3627,63,50310,126,50310,63,794,1,756,63,9,1,51950
128,64,256,46,1,23,1,12,1,3627,63,50310,126,50310,63,794,1,756,63,9,1,51950
128,64,256,46,1,23,1,12,1,3627,63,42246,126,42246,63,666,1,756,63,9,1,43758
128,64,256,46,1,23,1,12,1,3627,63,66438,126,66438,63,1050,1,756,63,9,1,68334
128,64,256,46,1,23,1,12,1,3627,63,42246,126,42246,63,666,1,756,63,9,1,43758
128,64,256,46,1,23,1,12,1,3627,63,26118,126,26118,63,410,1,756,63,9,1,27374
128,64,256,46,1,23,1,12,1,3627,63,34182,126,34182,63,538,1,756,63,9,1,35566
128,64,256,46,1,23,1,12,1,3627,63,34182,126,34182,63,538,1,756,63,9,1,35566
128,64,256,46,1,23,1,12,1,3627,63,26118,126,26118,63,410,1,756,63,9,1,27374
128,64,256,46,1,23,1,12,1,3627,63,50310,126,50310,63,794,1,756,63,9,1,51950
128,64,256,46,1,23,1,12,1,3627,63,26118,126,26118,63,410,1,756,63,9,1,27374
128,64,256,46,1,23,1,12,1,3627,63,18054,126,18054,63,282,1,756,63,9,1,19182
128,64,256,46,1,23,1,12,1,3627,63,26118,126,26118,63,410,1,756,63,9,1,27374
128,64,256,46,1,23,1,12,1,3627,63,26118,126,26118,63,410,1,756,63,9,1,27374
128,64,256,46,1,23,1,12,1,3627,63,18054,126,18054,63,282,1,756,63,9,1,19182
128,64,256,46,1,23,1,12,1,3627,63,42246,126,42246,63,666,1,756,63,9,1,43758
128,64,256,46,1,23,1,12,1,3627,63,18054,126,18054,63,282,1,756,63,9,1,19182
128,64,256,46,1,23,1,12,1,3627,63,14022,126,14022,63,218,1,756,63,9,1,15086
128,64,256,46,1,23,1,12,1,3627,63,22086,126,22086,63,346,1,756,63,9,1,23278
128,64,256,46,1,23,1,12,1,3627,63,22086,126,22086,63,346,1,756,63,9,1,23278
128,64,256,46,1,23,1,12,1,3627,63,14022,126,14022,63,218,1,756,63,9,1,15086
128,64,256,46,1,23,1,12,1,3627,63,38214,126,38214,63,602,1,756,63,9,1,39662
128,64,256,46,1,23,1,12,1,3627,63,14022,126,14022,63,218,1,756,63,9,1,15086
128,64,256,46,1,23,1,12,1,3627,63,12006,126,12006,63,186,1,756,63,9,1,13038
128,64,256,46,1,23,1,12,1,3627,63,20070,126,20070,63,314,1,756,63,9,1,21230
128,64,256,46,1,23,1,12,1,3627,63,20070,126,20070,63,314,1,756,63,9,1,21230
128,64,256,46,1,23,1,12,1,3627,63,12006,126,12006,63,186,1,756,63,9,1,13038
128,64,256,46,1,23,1,12,1,3627,63,36198,126,36198,63,570,1,756,63,9,1,37614
128,64,256,46,1,23,1,12,1,3627,63,12006,126,12006,63,186,1,756,63,9,1,13038
128,64,128,23,1,12,1,12,1,4445,127,42647,254,42647,127,329,1,1524,127,9,1,44556
128,64,128,23,1,12,1,12,1,4445,127,26645,254,26645,127,203,1,1524,127,9,1,28428
128,64,128,23,1,12,1,12,1,4445,127,26645,254,26645,127,203,1,1524,127,9,1,28428
128,64,128,23,1,12,1,12,1,4445,127,22581,254,22581,127,171,1,1524,127,9,1,24332
128,64,128,23,1,12,1,12,1,4445,127,34773,254,34773,127,267,1,1524,127,9,1,36620
128,64,128,23,1,12,1,12,1,4445,127,42647,254,42647,127,329,1,1524,127,9,1,44556
128,64,128,23,1,12,1,12,1,4445,127,27026,254,27026,127,206,1,1524,127,9,1,28812
128,64,128,23,1,12,1,12,1,4445,127,19152,254,19152,127,144,1,1524,127,9,1,20876
128,64,128,23,1,12,1,12,1,4445,127,19152,254,19152,127,144,1,1524,127,9,1,20876
128,64,128,23,1,12,1,12,1,4445,127,15088,254,15088,127,112,1,1524,127,9,1,16780
128,64,128,23,1,12,1,12,1,4445,127,27280,254,27280,127,208,1,1524,127,9,1,29068
128,64,128,23,1,12,1,12,1,4445,127,27026,254,27026,127,206,1,1524,127,9,1,28812
128,64,128,23,1,12,1,12,1,4445,127,18898,254,18898,127,142,1,1524,127,9,1,20620
128,64,128,23,1,12,1,12,1,4445,127,15088,254,15088,127,112,1,1524,127,9,1,16780
128,64,128,23,1,12,1,12,1,4445,127,15088,254,15088,127,112,1,1524,127,9,1,16780
128,64,128,23,1,12,1,12,1,4445,127,11024,254,11024,127,80,1,1524,127,9,1,12684
128,64,128,23,1,12,1,12,1,4445,127,23216,254,23216,127,176,1,1524,127,9,1,24972
128,64,128,23,1,12,1,12,1,4445,127,18898,254,18898,127,142,1,1524,127,9,1,20620
128,64,128,23,1,12,1,12,1,4445,127,14834,254,14834,127,110,1,1524,127,9,1,16524
128,64,128,23,1,12,1,12,1,4445,127,13056,254,13056,127,96,1,1524,127,9,1,14732
128,64,128,23,1,12,1,12,1,4445,127,13056,254,13056,127,96,1,1524,127,9,1,14732
128,64,128,23,1,12,1,12,1,4445,127,8992,254,8992,127,64,1,1524,127,9,1,10636
128,64,128,23,1,12,1,12,1,4445,127,21184,254,21184,127,160,1,1524,127,9,1,22924
128,64,128,23,1,12,1,12,1,4445,127,14834,254,14834,127,110,1,1524,127,9,1,16524
128,64,128,23,1,12,1,12,1,4445,127,22454,254,22454,127,170,1,1524,127,9,1,24204
128,64,128,23,1,12,1,12,1,4445,127,20930,254,20930,127,158,1,1524,127,9,1,22668
128,64,128,23,1,12,1,12,1,4445,127,20930,254,20930,127,158,1,1524,127,9,1,22668
128,64,128,23,1,12,1,12,1,4445,127,12802,254,12802,127,94,1,1524,127,9,1,14476
128,64,128,23,1,12,1,12,1,4445,127,37186,254,37186,127,286,1,1524,127,9,1,39052
128,64,128,23,1,12,1,12,1,4445,127,22454,254,22454,127,170,1,1524,127,9,1,24204
128,64,128,23,1,12,1,12,1,4445,127,28677,254,28677,127,219,1,1524,127,9,1,30476
128,64,128,23,1,12,1,12,1,4445,127,27915,254,27915,127,213,1,1524,127,9,1,29708
128,64,128,23,1,12,1,12,1,4445,127,27915,254,27915,127,213,1,1524,127,9,1,29708
128,64,128,23,1,12,1,12,1,4445,127,15723,254,15723,127,117,1,1524,127,9,1,17420
128,64,128,23,1,12,1,12,1,4445,127,52299,254,52299,127,405,1,1524,127,9,1,54284
128,64,128,23,1,12,1,12,1,4445,127,28677,254,28677,127,219,1,1524,127,9,1,30476
128,64,128,23,1,12,1,12,1,4445,127,82779,254,82779,127,645,1,1524,127,9,1,85004
128,64,128,23,1,12,1,12,1,4445,127,99035,254,99035,127,773,1,1524,127,9,1,101388
128,64,128,23,1,12,1,12,1,4445,127,99035,254,99035,127,773,1,1524,127,9,1,101388
128,64,128,23,1,12,1,12,1,4445,127,82779,254,82779,127,645,1,1524,127,9,1,85004
128,64,128,23,1,12,1,12,1,4445,127,131547,254,131547,127,1029,1,1524,127,9,1,134156
128,64,128,23,1,12,1,12,1,4445,127,82779,254,82779,127,645,1,1524,127,9,1,85004
128,64,128,23,1,12,1,12,1,4445,127,51664,254,51664,127,400,1,1524,127,9,1,53644
128,64,128,23,1,12,1,12,1,4445,127,67920,254,67920,127,528,1,1524,127,9,1,70028
128,64,128,23,1,12,1,12,1,4445,127,67920,254,67920,127,528,1,1524,127,9,1,70028
128,64,128,23,1,12,1,12,1,4445,127,51664,254,51664,127,400,1,1524,127,9,1,53644
128,64,128,23,1,12,1,12,1,4445,127,100432,254,100432,127,784,1,1524,127,9,1,102796
128,64,128,23,1,12,1,12,1,4445,127,51664,254,51664,127,400,1,1524,127,9,1,53644
128,64,128,23,1,12,1,12,1,4445,127,35408,254,35408,127,272,1,1524,127,9,1,37260
128,64,128,23,1,12,1,12,1,4445,127,51664,254,51664,127,400,1,1524,127,9,1,53644
128,64,128,23,1,12,1,12,1,4445,127,51664,254,51664,127,400,1,1524,127,9,1,53644
128,64,128,23,1,12,1,12,1,4445,127,35408,254,35408,127,272,1,1524,127,9,1,37260
128,64,128,23,1,12,1,12,1,4445,127,84176,254,84176,127,656,1,1524,127,9,1,86412
128,64,128,23,1,12,1,12,1,4445,127,35408,254,35408,127,272,1,1524,127,9,1,37260
128,64,128,23,1,12,1,12,1,4445,127,27280,254,27280,127,208,1,1524,127,9,1,29068
128,64,128,23,1,12,1,12,1,4445,127,43536,254,43536,127,336,1,1524,127,9,1,45452
128,64,128,23,1,12,1,12,1,4445,127,43536,254,43536,127,336,1,1524,127,9,1,45452
128,64,128,23,1,12,1,12,1,4445,127,27280,254,27280,127,208,1,1524,127,9,1,29068
128,64,128,23,1,12,1,12,1,4445,127,76048,254,76048,127,592,1,1524,127,9,1,78220
128,64,128,23,1,12,1,12,1,4445,127,27280,254,27280,127,208,1,1524,127,9,1,29068
128,64,128,23,1,12,1,12,1,4445,127,23216,254,23216,127,176,1,1524,127,9,1,24972
128,64,128,23,1,12,1,12,1,4445,127,39472,254,39472,127,304,1,1524,127,9,1,41356
128,64,128,23,1,12,1,12,1,4445,127,39472,254,39472,127,304,1,1524,127,9,1,41356
128,64,128,23,1,12,1,12,1,4445,127,23216,254,23216,127,176,1,1524,127,9,1,24972
128,64,128,23,1,12,1,12,1,4445,127,71984,254,71984,127,560,1,1524,127,9,1,74124
128,64,128,23,1,12,1,12,1,4445,127,23216,254,23216,127,176,1,1524,127,9,1,24972
128,64,128,23,1,12,1,12,1,4445,127,21184,254,21184,127,160,1,1524,127,9,1,22924
128,64,128,23,1,12,1,12,1,4445,127,37440,254,37440,127,288,1,1524,127,9,1,39308
128,64,128,23,1,12,1,12,1,4445,127,37440,254,37440,127,288,1,1524,127,9,1,39308
128,64,128,23,1,12,1,12,1,4445,127,21184,254,21184,127,160,1,1524,127,9,1,22924
128,64,128,23,1,12,1,12,1,4445,127,69952,254,69952,127,544,1,1524,127,9,1,72076
128,64,128,23,1,12,1,12,1,4445,127,21184,254,21184,127,160,1,1524,127,9,1,22924
128,64,64,12,1,6,1,12,1,6126,255,51996,510,51996,255,196,1,3060,255,9,1,55291
128,64,64,12,1,6,1,12,1,6126,255,36186,510,36186,255,134,1,3060,255,9,1,39419
128,64,64,12,1,6,1,12,1,6126,255,36186,510,36186,255,134,1,3060,255,9,1,39419
128,64,64,12,1,6,1,12,1,6126,255,28026,510,28026,255,102,1,3060,255,9,1,31227
128,64,64,12,1,6,1,12,1,6126,255,52506,510,52506,255,198,1,3060,255,9,1,55803
128,64,64,12,1,6,1,12,1,6126,255,51996,510,51996,255,196,1,3060,255,9,1,55291
128,64,64,12,1,6,1,12,1,6126,255,36951,510,36951,255,137,1,3060,255,9,1,40187
128,64,64,12,1,6,1,12,1,6126,255,29301,510,29301,255,107,1,3060,255,9,1,32507
128,64,64,12,1,6,1,12,1,6126,255,29301,510,29301,255,107,1,3060,255,9,1,32507
128,64,64,12,1,6,1,12,1,6126,255,21141,510,21141,255,75,1,3060,255,9,1,24315
128,64,64,12,1,6,1,12,1,6126,255,45621,510,45621,255,171,1,3060,255,9,1,48891
128,64,64,12,1,6,1,12,1,6126,255,36951,510,36951,255,137,1,3060,255,9,1,40187
128,64,64,12,1,6,1,12,1,6126,255,28791,510,28791,255,105,1,3060,255,9,1,31995
128,64,64,12,1,6,1,12,1,6126,255,25221,510,25221,255,91,1,3060,255,9,1,28411
128,64,64,12,1,6,1,12,1,6126,255,25221,510,25221,255,91,1,3060,255,9,1,28411
128,64,64,12,1,6,1,12,1,6126,255,17061,510,17061,255,59,1,3060,255,9,1,20219
128,64,64,12,1,6,1,12,1,6126,255,41541,510,41541,255,155,1,3060,255,9,1,44795
128,64,64,12,1,6,1,12,1,6126,255,28791,510,28791,255,105,1,3060,255,9,1,31995
128,64,64,12,1,6,1,12,1,6126,255,24711,510,24711,255,89,1,3060,255,9,1,27899
128,64,64,12,1,6,1,12,1,6126,255,23181,510,23181,255,83,1,3060,255,9,1,26363
128,64,64,12,1,6,1,12,1,6126,255,23181,510,23181,255,83,1,3060,255,9,1,26363
128,64,64,12,1,6,1,12,1,6126,255,15021,510,15021,255,51,1,3060,255,9,1,18171
128,64,64,12,1,6,1,12,1,6126,255,39501,510,39501,255,147,1,3060,255,9,1,42747
128,64,64,12,1,6,1,12,1,6126,255,24711,510,24711,255,89,1,3060,255,9,1,27899
128,64,64,12,1,6,1,12,1,6126,255,40266,510,40266,255,150,1,3060,255,9,1,43515
128,64,64,12,1,6,1,12,1,6126,255,39246,510,39246,255,146,1,3060,255,9,1,42491
128,64,64,12,1,6,1,12,1,6126,255,39246,510,39246,255,146,1,3060,255,9,1,42491
128,64,64,12,1,6,1,12,1,6126,255,22926,510,22926,255,82,1,3060,255,9,1,26107
128,64,64,12,1,6,1,12,1,6126,255,71886,510,71886,255,274,1,3060,255,9,1,75259
128,64,64,12,1,6,1,12,1,6126,255,40266,510,40266,255,150,1,3060,255,9,1,43515
128,64,64,12,1,6,1,12,1,6126,255,54291,510,54291,255,205,1,3060,255,9,1,57595
128,64,64,12,1,6,1,12,1,6126,255,54291,510,54291,255,205,1,3060,255,9,1,57595
128,64,64,12,1,6,1,12,1,6126,255,54291,510,54291,255,205,1,3060,255,9,1,57595
128,64,64,12,1,6,1,12,1,6126,255,29811,510,29811,255,109,1,3060,255,9,1,33019
128,64,64,12,1,6,1,12,1,6126,255,104781,510,104781,255,403,1,3060,255,9,1,108283
128,64,64,12,1,6,1,12,1,6126,255,54291,510,54291,255,205,1,3060,255,9,1,57595
128,64,64,12,1,6,1,12,1,6126,255,99936,510,99936,255,384,1,3060,255,9,1,103419
128,64,64,12,1,6,1,12,1,6126,255,132576,510,132576,255,512,1,3060,255,9,1,136187
128,64,64,12,1,6,1,12,1,6126,255,132576,510,132576,255,512,1,3060,255,9,1,136187
128,64,64,12,1,6,1,12,1,6126,255,99936,510,99936,255,384,1,3060,255,9,1,103419
128,64,64,12,1,6,1,12,1,6126,255,197856,510,197856,255,768,1,3060,255,9,1,201723
128,64,64,12,1,6,1,12,1,6126,255,99936,510,99936,255,384,1,3060,255,9,1,103419
128,64,64,12,1,6,1,12,1,6126,255,70101,510,70101,255,267,1,3060,255,9,1,73467
128,64,64,12,1,6,1,12,1,6126,255,102741,510,102741,255,395,1,3060,255,9,1,106235
128,64,64,12,1,6,1,12,1,6126,255,102741,510,102741,255,395,1,3060,255,9,1,106235
128,64,64,12,1,6,1,12,1,6126,255,70101,510,70101,255,267,1,3060,255,9,1,73467
128,64,64,12,1,6,1,12,1,6126,255,168021,510,168021,255,651,1,3060,255,9,1,171771
128,64,64,12,1,6,1,12,1,6126,255,70101,510,70101,255,267,1,3060,255,9,1,73467
128,64,64,12,1,6,1,12,1,6126,255,53781,510,53781,255,203,1,3060,255,9,1,57083
128,64,64,12,1,6,1,12,1,6126,255,86421,510,86421,255,331,1,3060,255,9,1,89851
128,64,64,12,1,6,1,12,1,6126,255,86421,510,86421,255,331,1,3060,255,9,1,89851
128,64,64,12,1,6,1,12,1,6126,255,53781,510,53781,255,203,1,3060,255,9,1,57083
128,64,64,12,1,6,1,12,1,6126,255,151701,510,151701,255,587,1,3060,255,9,1,155387
128,64,64,12,1,6,1,12,1,6126,255,53781,510,53781,255,203,1,3060,255,9,1,57083
128,64,64,12,1,6,1,12,1,6126,255,45621,510,45621,255,171,1,3060,255,9,1,48891
128,64,64,12,1,6,1,12,1,6126,255,78261,510,78261,255,299,1,3060,255,9,1,81659
128,64,64,12,1,6,1,12,1,6126,255,78261,510,78261,255,299,1,3060,255,9,1,81659
128,64,64,12,1,6,1,12,1,6126,255,45621,510,45621,255,171,1,3060,255,9,1,48891
128,64,64,12,1,6,1,12,1,6126,255,143541,510,143541,255,555,1,3060,255,9,1,147195
128,64,64,12,1,6,1,12,1,6126,255,45621,510,45621,255,171,1,3060,255,9,1,48891
128,64,64,12,1,6,1,12,1,6126,255,41541,510,41541,255,155,1,3060,255,9,1,44795
128,64,64,12,1,6,1,12,1,6126,255,74181,510,74181,255,283,1,3060,255,9,1,77563
128,64,64,12,1,6,1,12,1,6126,255,74181,510,74181,255,283,1,3060,255,9,1,77563
128,64,64,12,1,6,1,12,1,6126,255,41541,510,41541,255,155,1,3060,255,9,1,44795
128,64,64,12,1,6,1,12,1,6126,255,139461,510,139461,255,539,1,3060,255,9,1,143099
128,64,64,12,1,6,1,12,1,6126,255,41541,510,41541,255,155,1,3060,255,9,1,44795
128,64,64,12,1,6,1,12,1,6126,255,39501,510,39501,255,147,1,3060,255,9,1,42747
128,64,64,12,1,6,1,12,1,6126,255,72141,510,72141,255,275,1,3060,255,9,1,75515
128,64,64,12,1,6,1,12,1,6126,255,72141,510,72141,255,275,1,3060,255,9,1,75515
128,64,64,12,1,6,1,12,1,6126,255,39501,510,39501,255,147,1,3060,255,9,1,42747
128,64,64,12,1,6,1,12,1,6126,255,139461,510,139461,255,539,1,3060,255,9,1,143099
128,64,64,12,1,6,1,12,1,6126,255,39501,510,39501,255,147,1,3060,255,9,1,42747
128,128,512,91,1,91,1,23,1,1638,15,15945,30,15945,15,1063,1,345,15,0,0,17558
128,128,512,91,1,91,1,23,1,1638,15,9480,30,9480,15,632,1,345,15,0,0,10662
128,128,512,91,1,91,1,23,1,1638,15,9480,30,9480,15,632,1,345,15,0,0,10662
128,128,512,91,1,91,1,23,1,1638,15,9000,30,9000,15,600,1,345,15,0,0,10150
128,128,512,91,1,91,1,23,1,1638,15,10440,30,10440,15,696,1,345,15,0,0,11686
128,128,512,91,1,91,1,23,1,1638,15,15945,30,15945,15,1063,1,345,15,0,0,17558
128,128,512,91,1,91,1,23,1,1638,15,9570,30,9570,15,638,1,345,15,0,0,10758
128,128,512,91,1,91,1,23,1,1638,15,5760,30,5760,15,384,1,345,15,0,0,6694
128,128,512,91,1,91,1,23,1,1638,15,5760,30,5760,15,384,1,345,15,0,0,6694
128,128,512,91,1,91,1,23,1,1638,15,5280,30,5280,15,352,1,345,15,0,0,6182
128,128,512,91,1,91,1,23,1,1638,15,6720,30,6720,15,448,1,345,15,0,0,7718
128,128,512,91,1,91,1,23,1,1638,15,9570,30,9570,15,638,1,345,15,0,0,10758
128,128,512,91,1,91,1,23,1,1638,15,5730,30,5730,15,382,1,345,15,0,0,6662
128,128,512,91,1,91,1,23,1,1638,15,3840,30,3840,15,256,1,345,15,0,0,4646
128,128,512,91,1,91,1,23,1,1638,15,3840,30,3840,15,256,1,345,15,0,0,4646
128,128,512,91,1,91,1,23,1,1638,15,3360,30,3360,15,224,1,345,15,0,0,4134
128,128,512,91,1,91,1,23,1,1638,15,4800,30,4800,15,320,1,345,15,0,0,5670
128,128,512,91,1,91,1,23,1,1638,15,5730,30,5730,15,382,1,345,15,0,0,6662
128,128,512,91,1,91,1,23,1,1638,15,6540,30,6540,15,436,1,345,15,0,0,7526
128,128,512,91,1,91,1,23,1,1638,15,4680,30,4680,15,312,1,345,15,0,0,5542
128,128,512,91,1,91,1,23,1,1638,15,4680,30,4680,15,312,1,345,15,0,0,5542
128,128,512,91,1,91,1,23,1,1638,15,3720,30,3720,15,248,1,345,15,0,0,4518
128,128,512,91,1,91,1,23,1,1638,15,6600,30,6600,15,440,1,345,15,0,0,7590
128,128,512,91,1,91,1,23,1,1638,15,6540,30,6540,15,436,1,345,15,0,0,7526
128,128,512,91,1,91,1,23,1,1638,15,6165,30,6165,15,411,1,345,15,0,0,7126
128,128,512,91,1,91,1,23,1,1638,15,4815,30,4815,15,321,1,345,15,0,0,5686
128,128,512,91,1,91,1,23,1,1638,15,4815,30,4815,15,321,1,345,15,0,0,5686
128,128,512,91,1,91,1,23,1,1638,15,3375,30,3375,15,225,1,345,15,0,0,4150
128,128,512,91,1,91,1,23,1,1638,15,7695,30,7695,15,513,1,345,15,0,0,8758
128,128,512,91,1,91,1,23,1,1638,15,6165,30,6165,15,411,1,345,15,0,0,7126
128,128,512,91,1,91,1,23,1,1638,15,7350,30,7350,15,490,1,345,15,0,0,8390
128,128,512,91,1,91,1,23,1,1638,15,6300,30,6300,15,420,1,345,15,0,0,7270
128,128,512,91,1,91,1,23,1,1638,15,6300,30,6300,15,420,1,345,15,0,0,7270
128,128,512,91,1,91,1,23,1,1638,15,3900,30,3900,15,260,1,345,15,0,0,4710
128,128,512,91,1,91,1,23,1,1638,15,11100,30,11100,15,740,1,345,15,0,0,12390
128,128,512,91,1,91,1,23,1,1638,15,7350,30,7350,15,490,1,345,15,0,0,8390
128,128,512,91,1,91,1,23,1,1638,15,16770,30,16770,15,1118,1,345,15,0,0,18438
128,128,512,91,1,91,1,23,1,1638,15,16890,30,16890,15,1126,1,345,15,0,0,18566
128,128,512,91,1,91,1,23,1,1638,15,16890,30,16890,15,1126,1,345,15,0,0,18566
128,128,512,91,1,91,1,23,1,1638,15,16770,30,16770,15,1118,1,345,15,0,0,18438
128,128,512,91,1,91,1,23,1,1638,15,17130,30,17130,15,1142,1,345,15,0,0,18822
128,128,512,91,1,91,1,23,1,1638,15,16770,30,16770,15,1118,1,345,15,0,0,18438
128,128,512,91,1,91,1,23,1,1638,15,10560,30,10560,15,704,1,345,15,0,0,11814
128,128,512,91,1,91,1,23,1,1638,15,12480,30,12480,15,832,1,345,15,0,0,13862
128,128,512,91,1,91,1,23,1,1638,15,12480,30,12480,15,832,1,345,15,0,0,13862
128,128,512,91,1,91,1,23,1,1638,15,10560,30,10560,15,704,1,345,15,0,0,11814
128,128,512,91,1,91,1,23,1,1638,15,16320,30,16320,15,1088,1,345,15,0,0,17958
128,128,512,91,1,91,1,23,1,1638,15,10560,30,10560,15,704,1,345,15,0,0,11814
128,128,512,91,1,91,1,23,1,1638,15,6720,30,6720,15,448,1,345,15,0,0,7718
128,128,512,91,1,91,1,23,1,1638,15,8640,30,8640,15,576,1,345,15,0,0,9766
128,128,512,91,1,91,1,23,1,1638,15,8640,30,8640,15,576,1,345,15,0,0,9766
128,128,512,91,1,91,1,23,1,1638,15,6720,30,6720,15,448,1,345,15,0,0,7718
128,128,512,91,1,91,1,23,1,1638,15,12480,30,12480,15,832,1,345,15,0,0,13862
128,128,512,91,1,91,1,23,1,1638,15,6720,30,6720,15,448,1,345,15,0,0,7718
128,128,512,91,1,91,1,23,1,1638,15,4800,30,4800,15,320,1,345,15,0,0,5670
128,128,512,91,1,91,1,23,1,1638,15,6720,30,6720,15,448,1,345,15,0,0,7718
128,128,512,91,1,91,1,23,1,1638,15,6720,30,6720,15,448,1,345,15,0,0,7718
128,128,512,91,1,91,1,23,1,1638,15,4800,30,4800,15,320,1,345,15,0,0,5670
128,128,512,91,1,91,1,23,1,1638,15,10560,30,10560,15,704,1,345,15,0,0,11814
128,128,512,91,1,91,1,23,1,1638,15,4800,30,4800,15,320,1,345,15,0,0,5670
128,128,512,91,1,91,1,23,1,1638,15,6585,30,6585,15,439,1,345,15,0,0,7574
128,128,512,91,1,91,1,23,1,1638,15,10425,30,10425,15,695,1,345,15,0,0,11670
128,128,512,91,1,91,1,23,1,1638,15,10425,30,10425,15,695,1,345,15,0,0,11670
128,128,512,91,1,91,1,23,1,1638,15,6585,30,6585,15,439,1,345,15,0,0,7574
128,128,512,91,1,91,1,23,1,1638,15,18105,30,18105,15,1207,1,345,15,0,0,19862
128,128,512,91,1,91,1,23,1,1638,15,6585,30,6585,15,439,1,345,15,0,0,7574
128,128,512,91,1,91,1,23,1,1638,15,32490,30,32490,15,2166,1,345,15,0,0,35206
128,128,512,91,1,91,1,23,1,1638,15,32970,30,32970,15,2198,1,345,15,0,0,35718
128,128,512,91,1,91,1,23,1,1638,15,32970,30,32970,15,2198,1,345,15,0,0,35718
128,128,512,91,1,91,1,23,1,1638,15,32490,30,32490,15,2166,1,345,15,0,0,35206
128,128,512,91,1,91,1,23,1,1638,15,33930,30,33930,15,2262,1,345,15,0,0,36742
128,128,512,91,1,91,1,23,1,1638,15,32490,30,32490,15,2166,1,345,15,0,0,35206
128,128,512,91,1,91,1,23,1,1638,15,17130,30,17130,15,1142,1,345,15,0,0,18822
128,128,512,91,1,91,1,23,1,1638,15,17610,30,17610,15,1174,1,345,15,0,0,19334
128,128,512,91,1,91,1,23,1,1638,15,17610,30,17610,15,1174,1,345,15,0,0,19334
128,128,512,91,1,91,1,23,1,1638,15,17130,30,17130,15,1142,1,345,15,0,0,18822
128,128,512,91,1,91,1,23,1,1638,15,18570,30,18570,15,1238,1,345,15,0,0,20358
128,128,512,91,1,91,1,23,1,1638,15,17130,30,17130,15,1142,1,345,15,0,0,18822
128,128,512,91,1,91,1,23,1,1638,15,16320,30,16320,15,1088,1,345,15,0,0,17958
128,128,512,91,1,91,1,23,1,1638,15,24000,30,24000,15,1600,1,345,15,0,0,26150
128,128,512,91,1,91,1,23,1,1638,15,24000,30,24000,15,1600,1,345,15,0,0,26150
128,128,512,91,1,91,1,23,1,1638,15,16320,30,16320,15,1088,1,345,15,0,0,17958
128,128,512,91,1,91,1,23,1,1638,15,39360,30,39360,15,2624,1,345,15,0,0,42534
128,128,512,91,1,91,1,23,1,1638,15,16320,30,16320,15,1088,1,345,15,0,0,17958
128,128,512,91,1,91,1,23,1,1638,15,12480,30,12480,15,832,1,345,15,0,0,13862
128,128,512,91,1,91,1,23,1,1638,15,20160,30,20160,15,1344,1,345,15,0,0,22054
128,128,512,91,1,91,1,23,1,1638,15,20160,30,20160,15,1344,1,345,15,0,0,22054
128,128,512,91,1,91,1,23,1,1638,15,12480,30,12480,15,832,1,345,15,0,0,13862
