A100 compute area: 583.9627524481152 mm2
A100 IO area: 242.80080253195476 mm2
A100 total area: 826.76355498007 mm2
Our compute area: 462.7983590220655 mm2
Our IO area: 323.78295829519465 mm2
Our total area: 786.5813173172601 mm2
