1, 512, 0.000815721379632092, 0.00017363699999999998, 2.25540234375e-05, 2.25540234375e-05, 5.787899999999999e-05, 0.00016847999999999999, 0.00016847999999999999, 1.216763630319149e-05, 4.553617021276596e-05, 4.553617021276596e-05, 4.50501560283688e-05, 2.6923599999999997e-05, 2.6923599999999997e-05
1, 2048, 0.0008254823583554963, 0.00017363699999999998, 2.71980234375e-05, 2.71980234375e-05, 5.787899999999999e-05, 0.00016847999999999999, 0.00016847999999999999, 1.2640615026595745e-05, 4.553617021276596e-05, 4.553617021276596e-05, 4.50501560283688e-05, 2.6923599999999997e-05, 2.6923599999999997e-05
8, 512, 0.0008449575948581561, 0.00017511063829787237, 3.34321875e-05, 3.34321875e-05, 5.8485815602836875e-05, 0.00016948510638297871, 0.00016948510638297871, 1.2519148936170214e-05, 4.5787234042553194e-05, 4.5787234042553194e-05, 4.530093617021277e-05, 2.8066e-05, 2.8066e-05
8, 2048, 0.0009207963466312057, 0.00017511063829787237, 7.05841875e-05, 7.05841875e-05, 5.8485815602836875e-05, 0.00016948510638297871, 0.00016948510638297871, 1.4053900709219858e-05, 4.5787234042553194e-05, 4.5787234042553194e-05, 4.530093617021277e-05, 2.8066e-05, 2.8066e-05
2, 2048, 0.0008415097221187943, 0.0001748191489361702, 3.3396046875e-05, 3.3396046875e-05, 5.822836879432624e-05, 0.00016920425531914894, 0.00016920425531914894, 1.2835460992907803e-05, 4.5588652482269506e-05, 4.5588652482269506e-05, 4.507523404255319e-05, 2.7086799999999996e-05, 2.7086799999999996e-05
2, 512, 0.0008223096086436171, 0.0001748191489361702, 2.4108046875e-05, 2.4108046875e-05, 5.822836879432624e-05, 0.00016920425531914894, 0.00016920425531914894, 1.2211347517730496e-05, 4.5588652482269506e-05, 4.5588652482269506e-05, 4.507523404255319e-05, 2.7086799999999996e-05, 2.7086799999999996e-05
4, 512, 0.000829816147783688, 0.00017491276595744682, 2.7216093749999996e-05, 2.7216093749999996e-05, 5.830638297872341e-05, 0.00016923262411347518, 0.00016923262411347518, 1.234113475177305e-05, 4.569078014184397e-05, 4.569078014184397e-05, 4.515046808510639e-05, 2.7413199999999994e-05, 2.7413199999999994e-05
4, 2048, 0.0008679752399822694, 0.00017491276595744682, 4.5792093749999996e-05, 4.579209375e-05, 5.830638297872341e-05, 0.00016923262411347518, 0.00016923262411347518, 1.334822695035461e-05, 4.569078014184397e-05, 4.569078014184397e-05, 4.515046808510639e-05, 2.7413199999999994e-05, 2.7413199999999994e-05
16, 2048, 0.0010270555812056737, 0.00017596382978723405, 0.000120168375, 0.00012016837499999998, 5.88290780141844e-05, 0.00016991843971631205, 0.00016991843971631205, 1.5786524822695035e-05, 4.597872340425532e-05, 4.597872340425532e-05, 4.5601872340425535e-05, 2.93716e-05, 2.93716e-05
16, 512, 0.0008756177939716311, 0.00017596382978723405, 4.5864375e-05, 4.5864375e-05, 5.88290780141844e-05, 0.00016991843971631205, 0.00016991843971631205, 1.2956737588652483e-05, 4.597872340425532e-05, 4.597872340425532e-05, 4.5601872340425535e-05, 2.93716e-05, 2.93716e-05
32, 512, 0.0009381630148936169, 0.00017775531914893618, 7.072874999999999e-05, 7.072874999999999e-05, 5.956170212765957e-05, 0.00017133120567375886, 0.00017133120567375886, 1.3830496453900709e-05, 4.636312056737589e-05, 4.636312056737589e-05, 4.6203744680851066e-05, 3.19828e-05, 3.19828e-05
32, 2048, 0.0012407988730496454, 0.00017775531914893618, 0.00021933674999999997, 0.00021933675, 5.956170212765957e-05, 0.00017133120567375886, 0.00017133120567375886, 1.9250354609929078e-05, 4.636312056737589e-05, 4.636312056737589e-05, 4.6203744680851066e-05, 3.19828e-05, 3.19828e-05
64, 512, 0.001063059839716312, 0.00018193617021276597, 0.00012045749999999998, 0.00012045749999999998, 6.220425531914894e-05, 0.00017317375886524822, 0.00017317375886524822, 1.5578014184397162e-05, 4.713049645390071e-05, 4.713049645390071e-05, 4.740748936170213e-05, 3.7205199999999994e-05, 3.7205199999999994e-05
64, 2048, 0.0016680932581560285, 0.00018193617021276597, 0.0004176735, 0.00041767350000000003, 6.220425531914894e-05, 0.00017317375886524822, 0.00017317375886524822, 2.6179432624113476e-05, 4.713049645390071e-05, 4.713049645390071e-05, 4.740748936170213e-05, 3.7205199999999994e-05, 3.7205199999999994e-05
