m,n,k,mk_input,mk_input_iterations,kn_input,kn_input_iterations,mn_output,mn_output_iterations,read,read_iterations,compute,compute_iterations,pipelined_read_compute,pipelined_read_compute_iterations,final_compute,final_compute_iterations,write,write_iterations,reduction,reduction_iterations,total
128,64,2048,363,1,182,1,12,1,197705183,524287,490962016,1048574,490962016,524287,928,1,6291444,524287,9,1,497254954
128,64,2048,363,1,182,1,12,1,197705183,524287,423853280,1048574,423853280,524287,800,1,6291444,524287,9,1,430146090
128,64,2048,363,1,182,1,12,1,197705183,524287,625179488,1048574,625179488,524287,1184,1,6291444,524287,9,1,631472682
128,64,2048,363,1,182,1,12,1,197705183,524287,423853280,1048574,423853280,524287,800,1,6291444,524287,9,1,430146090
128,64,2048,363,1,182,1,12,1,197705183,524287,289635808,1048574,289667039,524287,544,1,6291444,524287,9,1,295959593
128,64,2048,363,1,182,1,12,1,197705183,524287,356744544,1048574,356744544,524287,672,1,6291444,524287,9,1,363037226
128,64,2048,363,1,182,1,12,1,197705183,524287,356744544,1048574,356744544,524287,672,1,6291444,524287,9,1,363037226
128,64,2048,363,1,182,1,12,1,197705183,524287,289635808,1048574,289667039,524287,544,1,6291444,524287,9,1,295959593
128,64,2048,363,1,182,1,12,1,197705183,524287,490962016,1048574,490962016,524287,928,1,6291444,524287,9,1,497254954
128,64,2048,363,1,182,1,12,1,197705183,524287,289635808,1048574,289667039,524287,544,1,6291444,524287,9,1,295959593
128,64,4096,726,1,363,1,12,1,194554815,262143,348355287,524286,348355287,262143,1321,1,3145716,262143,9,1,351503434
128,64,4096,726,1,363,1,12,1,194554815,262143,235371654,524286,236197311,262143,890,1,3145716,262143,9,1,239345027
128,64,4096,726,1,363,1,12,1,194554815,262143,235371654,524286,236197311,262143,890,1,3145716,262143,9,1,239345027
128,64,4096,726,1,363,1,12,1,194554815,262143,226983078,524286,227939775,262143,858,1,3145716,262143,9,1,231087459
128,64,4096,726,1,363,1,12,1,194554815,262143,252148806,524286,252712383,262143,954,1,3145716,262143,9,1,255860163
128,64,4096,726,1,363,1,12,1,194554815,262143,348355287,524286,348355287,262143,1321,1,3145716,262143,9,1,351503434
128,64,4096,726,1,363,1,12,1,194554815,262143,374045301,524286,374045301,262143,1419,1,3145716,262143,9,1,377193546
128,64,4096,726,1,363,1,12,1,194554815,262143,240876657,524286,241616319,262143,911,1,3145716,262143,9,1,244764056
128,64,4096,726,1,363,1,12,1,194554815,262143,240876657,524286,241616319,262143,911,1,3145716,262143,9,1,244764056
128,64,4096,726,1,363,1,12,1,194554815,262143,224099505,524286,225101247,262143,847,1,3145716,262143,9,1,228248920
128,64,4096,726,1,363,1,12,1,194554815,262143,274430961,524286,274646463,262143,1039,1,3145716,262143,9,1,277794328
128,64,4096,726,1,363,1,12,1,194554815,262143,374045301,524286,374045301,262143,1419,1,3145716,262143,9,1,377193546
128,64,4096,726,1,363,1,12,1,194554815,262143,288062397,524286,288065981,262143,1091,1,3145716,262143,9,1,291213898
128,64,4096,726,1,363,1,12,1,194554815,262143,188972343,524286,194554815,262143,713,1,3145716,262143,9,1,197702354
128,64,4096,726,1,363,1,12,1,194554815,262143,188972343,524286,194554815,262143,713,1,3145716,262143,9,1,197702354
128,64,4096,726,1,363,1,12,1,194554815,262143,163806615,524286,194554815,262143,617,1,3145716,262143,9,1,197702258
128,64,4096,726,1,363,1,12,1,194554815,262143,239303799,524286,240068031,262143,905,1,3145716,262143,9,1,243215762
128,64,4096,726,1,363,1,12,1,194554815,262143,288062397,524286,288065981,262143,1091,1,3145716,262143,9,1,291213898
128,64,4096,726,1,363,1,12,1,194554815,262143,360676008,524286,360676008,262143,1368,1,3145716,262143,9,1,363824202
128,64,4096,726,1,363,1,12,1,194554815,262143,362773152,524286,362773152,262143,1376,1,3145716,262143,9,1,365921354
128,64,4096,726,1,363,1,12,1,194554815,262143,362773152,524286,362773152,262143,1376,1,3145716,262143,9,1,365921354
128,64,4096,726,1,363,1,12,1,194554815,262143,360676008,524286,360676008,262143,1368,1,3145716,262143,9,1,363824202
128,64,4096,726,1,363,1,12,1,194554815,262143,366967440,524286,366967440,262143,1392,1,3145716,262143,9,1,370115658
128,64,4096,726,1,363,1,12,1,194554815,262143,360676008,524286,360676008,262143,1368,1,3145716,262143,9,1,363824202
128,64,4096,726,1,363,1,12,1,194554815,262143,252148806,524286,252712383,262143,954,1,3145716,262143,9,1,255860163
128,64,4096,726,1,363,1,12,1,194554815,262143,285703110,524286,285742527,262143,1082,1,3145716,262143,9,1,288890435
128,64,4096,726,1,363,1,12,1,194554815,262143,285703110,524286,285742527,262143,1082,1,3145716,262143,9,1,288890435
128,64,4096,726,1,363,1,12,1,194554815,262143,252148806,524286,252712383,262143,954,1,3145716,262143,9,1,255860163
128,64,4096,726,1,363,1,12,1,194554815,262143,352811718,524286,352811718,262143,1338,1,3145716,262143,9,1,355959882
128,64,4096,726,1,363,1,12,1,194554815,262143,252148806,524286,252712383,262143,954,1,3145716,262143,9,1,255860163
128,64,8192,1451,1,726,1,12,1,192849791,131071,335246857,262142,335246857,131071,2551,1,1572852,131071,9,1,336824458
128,64,8192,1451,1,726,1,12,1,192849791,131071,222263655,262142,223267199,131071,1689,1,1572852,131071,9,1,224843938
128,64,8192,1451,1,726,1,12,1,192849791,131071,222263655,262142,223267199,131071,1689,1,1572852,131071,9,1,224843938
128,64,8192,1451,1,726,1,12,1,192849791,131071,213875111,262142,215009663,131071,1625,1,1572852,131071,9,1,216586338
128,64,8192,1451,1,726,1,12,1,192849791,131071,239040743,262142,239782271,131071,1817,1,1572852,131071,9,1,241359138
128,64,8192,1451,1,726,1,12,1,192849791,131071,335246857,262142,335246857,131071,2551,1,1572852,131071,9,1,336824458
128,64,8192,1451,1,726,1,12,1,192849791,131071,261978168,262142,262361471,131071,1992,1,1572852,131071,9,1,263938513
128,64,8192,1451,1,726,1,12,1,192849791,131071,162102066,262142,192849791,131071,1230,1,1572852,131071,9,1,194426071
128,64,8192,1451,1,726,1,12,1,192849791,131071,162102066,262142,192849791,131071,1230,1,1572852,131071,9,1,194426071
128,64,8192,1451,1,726,1,12,1,192849791,131071,149519250,262142,192849791,131071,1134,1,1572852,131071,9,1,194425975
128,64,8192,1451,1,726,1,12,1,192849791,131071,187267698,262142,192849791,131071,1422,1,1572852,131071,9,1,194426263
128,64,8192,1451,1,726,1,12,1,192849791,131071,261978168,262142,262361471,131071,1992,1,1572852,131071,9,1,263938513
128,64,8192,1451,1,726,1,12,1,192849791,131071,220428661,262142,221460863,131071,1675,1,1572852,131071,9,1,223037588
128,64,8192,1451,1,726,1,12,1,192849791,131071,221477229,262142,222493055,131071,1683,1,1572852,131071,9,1,224069788
128,64,8192,1451,1,726,1,12,1,192849791,131071,221477229,262142,222493055,131071,1683,1,1572852,131071,9,1,224069788
128,64,8192,1451,1,726,1,12,1,192849791,131071,220428661,262142,221460863,131071,1675,1,1572852,131071,9,1,223037588
128,64,8192,1451,1,726,1,12,1,192849791,131071,223574365,262142,224557439,131071,1699,1,1572852,131071,9,1,226134188
128,64,8192,1451,1,726,1,12,1,192849791,131071,220428661,262142,221460863,131071,1675,1,1572852,131071,9,1,223037588
128,128,1024,182,1,182,1,23,1,108592788,524287,595868574,1048574,595868574,524287,1122,1,12058601,524287,15,1,607928699
128,128,1024,182,1,182,1,23,1,108592788,524287,369900877,1048574,369900877,524287,691,1,12058601,524287,15,1,381960571
128,128,1024,182,1,182,1,23,1,108592788,524287,369900877,1048574,369900877,524287,691,1,12058601,524287,15,1,381960571
128,128,1024,182,1,182,1,23,1,108592788,524287,353123693,1048574,353123693,524287,659,1,12058601,524287,15,1,365183355
128,128,1024,182,1,182,1,23,1,108592788,524287,403455245,1048574,403455245,524287,755,1,12058601,524287,15,1,415515003
128,128,1024,182,1,182,1,23,1,108592788,524287,595868574,1048574,595868574,524287,1122,1,12058601,524287,15,1,607928699
128,128,1024,182,1,182,1,23,1,108592788,524287,368852303,1048574,368852303,524287,689,1,12058601,524287,15,1,380911995
128,128,1024,182,1,182,1,23,1,108592788,524287,235683405,1048574,235683405,524287,435,1,12058601,524287,15,1,247742843
128,128,1024,182,1,182,1,23,1,108592788,524287,235683405,1048574,235683405,524287,435,1,12058601,524287,15,1,247742843
128,128,1024,182,1,182,1,23,1,108592788,524287,218906221,1048574,218906221,524287,403,1,12058601,524287,15,1,230965627
128,128,1024,182,1,182,1,23,1,108592788,524287,269237773,1048574,269237773,524287,499,1,12058601,524287,15,1,281297275
128,128,1024,182,1,182,1,23,1,108592788,524287,368852303,1048574,368852303,524287,689,1,12058601,524287,15,1,380911995
128,128,1024,182,1,182,1,23,1,108592788,524287,393493792,1048574,393493792,524287,736,1,12058601,524287,15,1,405553531
128,128,1024,182,1,182,1,23,1,108592788,524287,261373468,1048574,261373468,524287,484,1,12058601,524287,15,1,273432955
128,128,1024,182,1,182,1,23,1,108592788,524287,261373468,1048574,261373468,524287,484,1,12058601,524287,15,1,273432955
128,128,1024,182,1,182,1,23,1,108592788,524287,227819100,1048574,227819100,524287,420,1,12058601,524287,15,1,239878523
128,128,1024,182,1,182,1,23,1,108592788,524287,328482204,1048574,328482204,524287,612,1,12058601,524287,15,1,340541819
128,128,1024,182,1,182,1,23,1,108592788,524287,393493792,1048574,393493792,524287,736,1,12058601,524287,15,1,405553531
128,128,1024,182,1,182,1,23,1,108592788,524287,335297935,1048574,335297935,524287,625,1,12058601,524287,15,1,347357563
128,128,1024,182,1,182,1,23,1,108592788,524287,237780553,1048574,237780553,524287,439,1,12058601,524287,15,1,249839995
128,128,1024,182,1,182,1,23,1,108592788,524287,237780553,1048574,237780553,524287,439,1,12058601,524287,15,1,249839995
128,128,1024,182,1,182,1,23,1,108592788,524287,187449001,1048574,187684500,524287,343,1,12058601,524287,15,1,199743846
128,128,1024,182,1,182,1,23,1,108592788,524287,338443657,1048574,338443657,524287,631,1,12058601,524287,15,1,350503291
128,128,1024,182,1,182,1,23,1,108592788,524287,335297935,1048574,335297935,524287,625,1,12058601,524287,15,1,347357563
128,128,1024,182,1,182,1,23,1,108592788,524287,354172267,1048574,354172267,524287,661,1,12058601,524287,15,1,366231931
128,128,1024,182,1,182,1,23,1,108592788,524287,275529217,1048574,275529217,524287,511,1,12058601,524287,15,1,287588731
128,128,1024,182,1,182,1,23,1,108592788,524287,275529217,1048574,275529217,524287,511,1,12058601,524287,15,1,287588731
128,128,1024,182,1,182,1,23,1,108592788,524287,191643297,1048574,191813268,524287,351,1,12058601,524287,15,1,203872622
128,128,1024,182,1,182,1,23,1,108592788,524287,443301057,1048574,443301057,524287,831,1,12058601,524287,15,1,455360891
128,128,1024,182,1,182,1,23,1,108592788,524287,354172267,1048574,354172267,524287,661,1,12058601,524287,15,1,366231931
128,128,1024,182,1,182,1,23,1,108592788,524287,620510063,1048574,620510063,524287,1169,1,12058601,524287,15,1,632570235
128,128,1024,182,1,182,1,23,1,108592788,524287,624704359,1048574,624704359,524287,1177,1,12058601,524287,15,1,636764539
128,128,1024,182,1,182,1,23,1,108592788,524287,624704359,1048574,624704359,524287,1177,1,12058601,524287,15,1,636764539
128,128,1024,182,1,182,1,23,1,108592788,524287,620510063,1048574,620510063,524287,1169,1,12058601,524287,15,1,632570235
128,128,1024,182,1,182,1,23,1,108592788,524287,633092951,1048574,633092951,524287,1193,1,12058601,524287,15,1,645153147
128,128,1024,182,1,182,1,23,1,108592788,524287,620510063,1048574,620510063,524287,1169,1,12058601,524287,15,1,632570235
128,128,1024,182,1,182,1,23,1,108592788,524287,403455245,1048574,403455245,524287,755,1,12058601,524287,15,1,415515003
128,128,1024,182,1,182,1,23,1,108592788,524287,470563981,1048574,470563981,524287,883,1,12058601,524287,15,1,482623867
128,128,1024,182,1,182,1,23,1,108592788,524287,470563981,1048574,470563981,524287,883,1,12058601,524287,15,1,482623867
128,128,1024,182,1,182,1,23,1,108592788,524287,403455245,1048574,403455245,524287,755,1,12058601,524287,15,1,415515003
128,128,1024,182,1,182,1,23,1,108592788,524287,604781453,1048574,604781453,524287,1139,1,12058601,524287,15,1,616841595
128,128,1024,182,1,182,1,23,1,108592788,524287,403455245,1048574,403455245,524287,755,1,12058601,524287,15,1,415515003
128,128,1024,182,1,182,1,23,1,108592788,524287,269237773,1048574,269237773,524287,499,1,12058601,524287,15,1,281297275
128,128,1024,182,1,182,1,23,1,108592788,524287,336346509,1048574,336346509,524287,627,1,12058601,524287,15,1,348406139
128,128,1024,182,1,182,1,23,1,108592788,524287,336346509,1048574,336346509,524287,627,1,12058601,524287,15,1,348406139
128,128,1024,182,1,182,1,23,1,108592788,524287,269237773,1048574,269237773,524287,499,1,12058601,524287,15,1,281297275
128,128,1024,182,1,182,1,23,1,108592788,524287,470563981,1048574,470563981,524287,883,1,12058601,524287,15,1,482623867
128,128,1024,182,1,182,1,23,1,108592788,524287,269237773,1048574,269237773,524287,499,1,12058601,524287,15,1,281297275
128,128,1024,182,1,182,1,23,1,108592788,524287,327433630,1048574,327433630,524287,610,1,12058601,524287,15,1,339493243
128,128,1024,182,1,182,1,23,1,108592788,524287,461651102,1048574,461651102,524287,866,1,12058601,524287,15,1,473710971
128,128,1024,182,1,182,1,23,1,108592788,524287,461651102,1048574,461651102,524287,866,1,12058601,524287,15,1,473710971
128,128,1024,182,1,182,1,23,1,108592788,524287,327433630,1048574,327433630,524287,610,1,12058601,524287,15,1,339493243
128,128,1024,182,1,182,1,23,1,108592788,524287,730086046,1048574,730086046,524287,1378,1,12058601,524287,15,1,742146427
128,128,1024,182,1,182,1,23,1,108592788,524287,327433630,1048574,327433630,524287,610,1,12058601,524287,15,1,339493243
128,128,1024,182,1,182,1,23,1,108592788,524287,1169962839,1048574,1169962839,524287,2217,1,12058601,524287,15,1,1182024059
128,128,1024,182,1,182,1,23,1,108592788,524287,1186740023,1048574,1186740023,524287,2249,1,12058601,524287,15,1,1198801275
128,128,1024,182,1,182,1,23,1,108592788,524287,1186740023,1048574,1186740023,524287,2249,1,12058601,524287,15,1,1198801275
128,128,1024,182,1,182,1,23,1,108592788,524287,1169962839,1048574,1169962839,524287,2217,1,12058601,524287,15,1,1182024059
128,128,1024,182,1,182,1,23,1,108592788,524287,1220294391,1048574,1220294391,524287,2313,1,12058601,524287,15,1,1232355707
128,128,1024,182,1,182,1,23,1,108592788,524287,1169962839,1048574,1169962839,524287,2217,1,12058601,524287,15,1,1182024059
128,128,1024,182,1,182,1,23,1,108592788,524287,633092951,1048574,633092951,524287,1193,1,12058601,524287,15,1,645153147
128,128,1024,182,1,182,1,23,1,108592788,524287,649870135,1048574,649870135,524287,1225,1,12058601,524287,15,1,661930363
128,128,1024,182,1,182,1,23,1,108592788,524287,649870135,1048574,649870135,524287,1225,1,12058601,524287,15,1,661930363
128,128,1024,182,1,182,1,23,1,108592788,524287,633092951,1048574,633092951,524287,1193,1,12058601,524287,15,1,645153147
128,128,1024,182,1,182,1,23,1,108592788,524287,683424503,1048574,683424503,524287,1289,1,12058601,524287,15,1,695484795
128,128,1024,182,1,182,1,23,1,108592788,524287,633092951,1048574,633092951,524287,1193,1,12058601,524287,15,1,645153147
128,128,1024,182,1,182,1,23,1,108592788,524287,604781453,1048574,604781453,524287,1139,1,12058601,524287,15,1,616841595
128,128,1024,182,1,182,1,23,1,108592788,524287,873216397,1048574,873216397,524287,1651,1,12058601,524287,15,1,885277051
128,128,1024,182,1,182,1,23,1,108592788,524287,873216397,1048574,873216397,524287,1651,1,12058601,524287,15,1,885277051
128,128,1024,182,1,182,1,23,1,108592788,524287,604781453,1048574,604781453,524287,1139,1,12058601,524287,15,1,616841595
128,128,1024,182,1,182,1,23,1,108592788,524287,1410086285,1048574,1410086285,524287,2675,1,12058601,524287,15,1,1422147963
128,128,1024,182,1,182,1,23,1,108592788,524287,604781453,1048574,604781453,524287,1139,1,12058601,524287,15,1,616841595
128,128,2048,363,1,363,1,23,1,102296874,262143,324811575,524286,324811575,262143,1225,1,6029289,262143,15,1,330842853
128,128,2048,363,1,363,1,23,1,102296874,262143,211827942,524286,211827942,262143,794,1,6029289,262143,15,1,217858789
128,128,2048,363,1,363,1,23,1,102296874,262143,211827942,524286,211827942,262143,794,1,6029289,262143,15,1,217858789
128,128,2048,363,1,363,1,23,1,102296874,262143,203439366,524286,203439366,262143,762,1,6029289,262143,15,1,209470181
128,128,2048,363,1,363,1,23,1,102296874,262143,228605094,524286,228605094,262143,858,1,6029289,262143,15,1,234636005
128,128,2048,363,1,363,1,23,1,102296874,262143,324811575,524286,324811575,262143,1225,1,6029289,262143,15,1,330842853
128,128,2048,363,1,363,1,23,1,102296874,262143,353909448,524286,353909448,262143,1336,1,6029289,262143,15,1,359940837
128,128,2048,363,1,363,1,23,1,102296874,262143,220740804,524286,220740804,262143,828,1,6029289,262143,15,1,226771685
128,128,2048,363,1,363,1,23,1,102296874,262143,220740804,524286,220740804,262143,828,1,6029289,262143,15,1,226771685
128,128,2048,363,1,363,1,23,1,102296874,262143,203963652,524286,203963652,262143,764,1,6029289,262143,15,1,209994469
128,128,2048,363,1,363,1,23,1,102296874,262143,254295108,524286,254295108,262143,956,1,6029289,262143,15,1,260326117
128,128,2048,363,1,363,1,23,1,102296874,262143,353909448,524286,353909448,262143,1336,1,6029289,262143,15,1,359940837
128,128,2048,363,1,363,1,23,1,102296874,262143,279722979,524286,279722979,262143,1053,1,6029289,262143,15,1,285754085
128,128,2048,363,1,363,1,23,1,102296874,262143,180632925,524286,180872490,262143,675,1,6029289,262143,15,1,186903218
128,128,2048,363,1,363,1,23,1,102296874,262143,180632925,524286,180872490,262143,675,1,6029289,262143,15,1,186903218
128,128,2048,363,1,363,1,23,1,102296874,262143,155467197,524286,156099882,262143,579,1,6029289,262143,15,1,162130514
128,128,2048,363,1,363,1,23,1,102296874,262143,230964381,524286,230964381,262143,867,1,6029289,262143,15,1,236995301
128,128,2048,363,1,363,1,23,1,102296874,262143,279722979,524286,279722979,262143,1053,1,6029289,262143,15,1,285754085
128,128,2048,363,1,363,1,23,1,102296874,262143,266615829,524286,266615829,262143,1003,1,6029289,262143,15,1,272646885
128,128,2048,363,1,363,1,23,1,102296874,262143,185351499,524286,185517354,262143,693,1,6029289,262143,15,1,191548100
128,128,2048,363,1,363,1,23,1,102296874,262143,185351499,524286,185517354,262143,693,1,6029289,262143,15,1,191548100
128,128,2048,363,1,363,1,23,1,102296874,262143,143408619,524286,144229674,262143,533,1,6029289,262143,15,1,150260260
128,128,2048,363,1,363,1,23,1,102296874,262143,269237259,524286,269237259,262143,1013,1,6029289,262143,15,1,275268325
128,128,2048,363,1,363,1,23,1,102296874,262143,266615829,524286,266615829,262143,1003,1,6029289,262143,15,1,272646885
128,128,2048,363,1,363,1,23,1,102296874,262143,337132296,524286,337132296,262143,1272,1,6029289,262143,15,1,343163621
128,128,2048,363,1,363,1,23,1,102296874,262143,339229440,524286,339229440,262143,1280,1,6029289,262143,15,1,345260773
128,128,2048,363,1,363,1,23,1,102296874,262143,339229440,524286,339229440,262143,1280,1,6029289,262143,15,1,345260773
128,128,2048,363,1,363,1,23,1,102296874,262143,337132296,524286,337132296,262143,1272,1,6029289,262143,15,1,343163621
128,128,2048,363,1,363,1,23,1,102296874,262143,343423728,524286,343423728,262143,1296,1,6029289,262143,15,1,349455077
128,128,2048,363,1,363,1,23,1,102296874,262143,337132296,524286,337132296,262143,1272,1,6029289,262143,15,1,343163621
128,128,2048,363,1,363,1,23,1,102296874,262143,228605094,524286,228605094,262143,858,1,6029289,262143,15,1,234636005
128,128,2048,363,1,363,1,23,1,102296874,262143,262159398,524286,262159398,262143,986,1,6029289,262143,15,1,268190437
128,128,2048,363,1,363,1,23,1,102296874,262143,262159398,524286,262159398,262143,986,1,6029289,262143,15,1,268190437
128,128,2048,363,1,363,1,23,1,102296874,262143,228605094,524286,228605094,262143,858,1,6029289,262143,15,1,234636005
128,128,2048,363,1,363,1,23,1,102296874,262143,329268006,524286,329268006,262143,1242,1,6029289,262143,15,1,335299301
128,128,2048,363,1,363,1,23,1,102296874,262143,228605094,524286,228605094,262143,858,1,6029289,262143,15,1,234636005
128,128,2048,363,1,363,1,23,1,102296874,262143,253508679,524286,253508679,262143,953,1,6029289,262143,15,1,259539685
128,128,2048,363,1,363,1,23,1,102296874,262143,320617287,524286,320617287,262143,1209,1,6029289,262143,15,1,326648549
128,128,2048,363,1,363,1,23,1,102296874,262143,320617287,524286,320617287,262143,1209,1,6029289,262143,15,1,326648549
128,128,2048,363,1,363,1,23,1,102296874,262143,253508679,524286,253508679,262143,953,1,6029289,262143,15,1,259539685
128,128,2048,363,1,363,1,23,1,102296874,262143,454834503,524286,454834503,262143,1721,1,6029289,262143,15,1,460866277
128,128,2048,363,1,363,1,23,1,102296874,262143,253508679,524286,253508679,262143,953,1,6029289,262143,15,1,259539685
128,128,2048,363,1,363,1,23,1,102296874,262143,611858160,524286,611858160,262143,2320,1,6029289,262143,15,1,617890533
128,128,2048,363,1,363,1,23,1,102296874,262143,620246736,524286,620246736,262143,2352,1,6029289,262143,15,1,626279141
128,128,2048,363,1,363,1,23,1,102296874,262143,620246736,524286,620246736,262143,2352,1,6029289,262143,15,1,626279141
128,128,2048,363,1,363,1,23,1,102296874,262143,611858160,524286,611858160,262143,2320,1,6029289,262143,15,1,617890533
128,128,2048,363,1,363,1,23,1,102296874,262143,637023888,524286,637023888,262143,2416,1,6029289,262143,15,1,643056357
128,128,2048,363,1,363,1,23,1,102296874,262143,611858160,524286,611858160,262143,2320,1,6029289,262143,15,1,617890533
128,128,2048,363,1,363,1,23,1,102296874,262143,343423728,524286,343423728,262143,1296,1,6029289,262143,15,1,349455077
128,128,2048,363,1,363,1,23,1,102296874,262143,351812304,524286,351812304,262143,1328,1,6029289,262143,15,1,357843685
128,128,2048,363,1,363,1,23,1,102296874,262143,351812304,524286,351812304,262143,1328,1,6029289,262143,15,1,357843685
128,128,2048,363,1,363,1,23,1,102296874,262143,343423728,524286,343423728,262143,1296,1,6029289,262143,15,1,349455077
128,128,2048,363,1,363,1,23,1,102296874,262143,368589456,524286,368589456,262143,1392,1,6029289,262143,15,1,374620901
128,128,2048,363,1,363,1,23,1,102296874,262143,343423728,524286,343423728,262143,1296,1,6029289,262143,15,1,349455077
128,128,4096,726,1,726,1,23,1,99281492,131071,313407158,262142,313407158,131071,2378,1,3014633,131071,15,1,316425659
128,128,4096,726,1,726,1,23,1,99281492,131071,200423956,262142,200423956,131071,1516,1,3014633,131071,15,1,203441595
128,128,4096,726,1,726,1,23,1,99281492,131071,200423956,262142,200423956,131071,1516,1,3014633,131071,15,1,203441595
128,128,4096,726,1,726,1,23,1,99281492,131071,192035412,262142,192049748,131071,1452,1,3014633,131071,15,1,195067323
128,128,4096,726,1,726,1,23,1,99281492,131071,217201044,262142,217201044,131071,1644,1,3014633,131071,15,1,220218811
128,128,4096,726,1,726,1,23,1,99281492,131071,313407158,262142,313407158,131071,2378,1,3014633,131071,15,1,316425659
128,128,4096,726,1,726,1,23,1,99281492,131071,251934859,262142,251934859,131071,1909,1,3014633,131071,15,1,254952891
128,128,4096,726,1,726,1,23,1,99281492,131071,152058757,262142,152697428,131071,1147,1,3014633,131071,15,1,155714698
128,128,4096,726,1,726,1,23,1,99281492,131071,152058757,262142,152697428,131071,1147,1,3014633,131071,15,1,155714698
128,128,4096,726,1,726,1,23,1,99281492,131071,139475941,262142,140311124,131071,1051,1,3014633,131071,15,1,143328298
128,128,4096,726,1,726,1,23,1,99281492,131071,177224389,262142,177470036,131071,1339,1,3014633,131071,15,1,180487498
128,128,4096,726,1,726,1,23,1,99281492,131071,251934859,262142,251934859,131071,1909,1,3014633,131071,15,1,254952891
128,128,4096,726,1,726,1,23,1,99281492,131071,222837097,262142,222837097,131071,1687,1,3014633,131071,15,1,225854907
128,128,4096,726,1,726,1,23,1,99281492,131071,140262367,262142,141085268,131071,1057,1,3014633,131071,15,1,144102448
128,128,4096,726,1,726,1,23,1,99281492,131071,140262367,262142,141085268,131071,1057,1,3014633,131071,15,1,144102448
128,128,4096,726,1,726,1,23,1,99281492,131071,119291007,262142,120441428,131071,897,1,3014633,131071,15,1,123458448
128,128,4096,726,1,726,1,23,1,99281492,131071,182205087,262142,182372948,131071,1377,1,3014633,131071,15,1,185390448
128,128,4096,726,1,726,1,23,1,99281492,131071,222837097,262142,222837097,131071,1687,1,3014633,131071,15,1,225854907
128,128,4096,726,1,726,1,23,1,99281492,131071,195181116,262142,195181116,131071,1476,1,3014633,131071,15,1,198198715
128,128,4096,726,1,726,1,23,1,99281492,131071,196229684,262142,196229684,131071,1484,1,3014633,131071,15,1,199247291
128,128,4096,726,1,726,1,23,1,99281492,131071,196229684,262142,196229684,131071,1484,1,3014633,131071,15,1,199247291
128,128,4096,726,1,726,1,23,1,99281492,131071,195181116,262142,195181116,131071,1476,1,3014633,131071,15,1,198198715
128,128,4096,726,1,726,1,23,1,99281492,131071,198326820,262142,198326820,131071,1500,1,3014633,131071,15,1,201344443
128,128,4096,726,1,726,1,23,1,99281492,131071,195181116,262142,195181116,131071,1476,1,3014633,131071,15,1,198198715
128,128,4096,726,1,726,1,23,1,99281492,131071,216283547,262142,216283547,131071,1637,1,3014633,131071,15,1,219301307
128,128,4096,726,1,726,1,23,1,99281492,131071,249837723,262142,249837723,131071,1893,1,3014633,131071,15,1,252855739
128,128,4096,726,1,726,1,23,1,99281492,131071,249837723,262142,249837723,131071,1893,1,3014633,131071,15,1,252855739
128,128,4096,726,1,726,1,23,1,99281492,131071,216283547,262142,216283547,131071,1637,1,3014633,131071,15,1,219301307
128,128,4096,726,1,726,1,23,1,99281492,131071,316946075,262142,316946075,131071,2405,1,3014633,131071,15,1,319964603
128,128,4096,726,1,726,1,23,1,99281492,131071,216283547,262142,216283547,131071,1637,1,3014633,131071,15,1,219301307
128,128,4096,726,1,726,1,23,1,99281492,131071,332543524,262142,332543524,131071,2524,1,3014633,131071,15,1,335562171
128,128,4096,726,1,726,1,23,1,99281492,131071,336737796,262142,336737796,131071,2556,1,3014633,131071,15,1,339756475
128,128,4096,726,1,726,1,23,1,99281492,131071,336737796,262142,336737796,131071,2556,1,3014633,131071,15,1,339756475
128,128,4096,726,1,726,1,23,1,99281492,131071,332543524,262142,332543524,131071,2524,1,3014633,131071,15,1,335562171
128,128,4096,726,1,726,1,23,1,99281492,131071,345126340,262142,345126340,131071,2620,1,3014633,131071,15,1,348145083
128,128,4096,726,1,726,1,23,1,99281492,131071,332543524,262142,332543524,131071,2524,1,3014633,131071,15,1,335562171
128,128,8192,1451,1,1451,1,23,1,97706154,65535,222507720,131070,222507720,65535,3384,1,1507305,65535,15,1,224021349
128,128,8192,1451,1,1451,1,23,1,97706154,65535,137770965,131070,138606762,65535,2091,1,1507305,65535,15,1,140119098
128,128,8192,1451,1,1451,1,23,1,97706154,65535,137770965,131070,138606762,65535,2091,1,1507305,65535,15,1,140119098
128,128,8192,1451,1,1451,1,23,1,97706154,65535,131479605,131070,132413610,65535,1995,1,1507305,65535,15,1,133925850
128,128,8192,1451,1,1451,1,23,1,97706154,65535,150353685,131070,150993066,65535,2283,1,1507305,65535,15,1,152505594
128,128,8192,1451,1,1451,1,23,1,97706154,65535,222507720,131070,222507720,65535,3384,1,1507305,65535,15,1,224021349
128,128,8192,1451,1,1451,1,23,1,97706154,65535,200946705,131070,200946705,65535,3055,1,1507305,65535,15,1,202460005
128,128,8192,1451,1,1451,1,23,1,97706154,65535,117717255,131070,118866090,65535,1785,1,1507305,65535,15,1,120378120
128,128,8192,1451,1,1451,1,23,1,97706154,65535,117717255,131070,118866090,65535,1785,1,1507305,65535,15,1,120378120
128,128,8192,1451,1,1451,1,23,1,97706154,65535,107231655,131070,108544170,65535,1625,1,1507305,65535,15,1,110056040
